id,surface,status,requirement,desired_reference,evidence,legacy,react,tests
T217,aside,code_supported,RHS agent inspect assistant bodies render markdown HTML (strong/pre) — not raw ** or textContent dumps,"Shared main-transcript conversation contract (same widget, send/display/stream/reload behavior), with deliberate density differences; not the old sidebar implementation.",Fresh tests render shared sealed and streaming assistant bubbles and assert strong/pre with no raw ** or fence text. Source uses one role-to-bubble path; compact virtualizer/hydrate wiring was not rendered end-to-end here. Reference correction: Owner clarification 2026-09-05: old sidebar transcript is not the parity baseline; React sidebar should be the same widget with almost identical behavior to the main transcript. Old sidebar code is historical evidence only. Deliberate density differences are allowed.,web/index.html:10040; web/scripts/conversation_widget.js:1600,ui/src/components/AgentInteraction.tsx:49; ui/src/components/AgentTranscript.tsx:76; ui/src/components/AgentTranscript.tsx:290; ui/src/components/AgentTranscript.tsx:504,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T217 actual bubble render, not a complete inspect session."
T221,aside,partial,RHS agent inspect paints markdown for fleet user injects and MD-shaped user turns — not raw ** stars,"Shared main-transcript conversation contract (same widget, send/display/stream/reload behavior), with deliberate density differences; not the old sidebar implementation.","Fresh actual-source assertion (GATE parity-independent-challenge GREEN 70e3a105) shows the same explicitly owner-marked <user_query>-wrapped frame is classified as owner on main but agent in inspect, producing literal stars on main and <strong> in compact. display.ts treats explicit owner origin as the default and then overrides it from the wrapper in inspect. Under the owner 2026-09-05 carveout, this density-specific provenance behavior is a shared-widget contract gap, not a requirement to preserve legacy sidebar body sniffing. T381/T393 also require provenance rather than body shape.",web/index.html:5054; web/scripts/agent_transcript.js:1,ui/src/conversation/display.ts:228; ui/src/conversation/paint.ts:44,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T221 injected-user Markdown and owner literal tests.; GATE parity-independent-challenge exit=0 GREEN id=70e3a105; three actual-source observation assertions, including explicit-owner same-payload main/sidebar paint. Observation green is not parity green."
T227,composer,not_applicable,Alt+Enter empty composer pops last owner message into the draft again — product path works on daily UI,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,T241 explicitly supersedes empty Alt+Enter pop and nonempty no-op. Both later frozen vanilla and current intended React policy should force-send draft/queue instead.,web/index.html:9400,ui/src/keys/composerEnter.ts:30; ui/src/components/UserRequest.tsx:117,
T228,composer,partial,"Owner composer submit never silently drops a non-empty message — send, enqueue, or visible error",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Ordinary React sends reach mux and the draft remains until a matching owner echo; mux error frames become visible diagnostics. Fresh mounted tests confirm send callbacks and selected recipient. However, offline pending is invisible/in-memory, the explicit queue is absent, and a websocket send throw is not converted to an owner-visible failure here.",web/index.html:8528; web/index.html:8853,ui/src/components/UserRequest.tsx:40; ui/src/components/UserRequest.tsx:117; ui/src/conversation/useConversation.ts:117; ui/src/mux/client.ts:138; ui/src/conversation/reduce.ts:298; ui/src/conversation/display.ts:280,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only); GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T235,composer,not_applicable,Alt+Enter empty/seed-only composer reliably pops the last owner message into the draft on daily UI,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Explicit later T241 acceptance says Alt+Enter never runs pop_last. The old pop failure modes must not be revived as current parity obligations.,web/index.html:9400,ui/src/keys/composerEnter.ts:30; ui/src/components/UserRequest.tsx:117,
T239,composer,partial,Owner-typed messages and drafts survive daemon restart and brief disconnects without silent loss,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Editable per-agent draft persists in localStorage and stays until matching echo. PendingSendRef holds only one unacknowledged send in memory; mux pending strings also live in memory, and no restore/requeue/reconcile flow runs after reload. Vanilla keeps separate durable pending and queue inventories with history reconciliation.",web/index.html:8256; web/index.html:8303,ui/src/store/drafts.ts:8; ui/src/conversation/useConversation.ts:37; ui/src/conversation/useConversation.ts:121; ui/src/mux/client.ts:14,"GATE parity-composer-asides exit=0 GREEN id=9ad24ae7 (37 passed, 12 skipped; existing helpers and component assertions only) T239 only unmount/remount draft, not pending-send recovery."
T241,composer,missing,"Alt+Enter force-sends: current composer draft if non-empty, else head of send queue",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"The helper implements updated Alt+Enter force-send/queue semantics, but the actual textarea ignores modifiers and sends identical text. No queue exists to select/send now, and mux send offers no interrupt parameter.",web/index.html:9400; web/index.html:10009,ui/src/components/UserRequest.tsx:40; ui/src/components/UserRequest.tsx:117; ui/src/conversation/useConversation.ts:117; ui/src/mux/client.ts:138; ui/src/keys/composerEnter.ts:30,"GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T247,aside,missing,"Explicit aside prefixes (target:, aside:, capture:) immediately open the aside — no create-affordance step",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Actual mounted UserRequest sends target:/aside:/capture: verbatim; neither App nor useConversation parses or creates an aside. parsePrefixAfterImages is tested in isolation but unused.,web/index.html:2312; web/index.html:8685; web/index.html:8722,ui/src/App.tsx:101; ui/src/App.tsx:312; ui/src/components/UserRequest.tsx:40; ui/src/conversation/useConversation.ts:117,"GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
T248,chrome,code_supported,Owner can drag-resize RHS sidebar width and the sidebar top/bottom split,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"App wires pointerdown/move/up for sidebar width and vertical split, computes bounded layout from measured pane geometry, and persists it. This reviewer did not perform a real drag or reload geometry assertion.",web/index.html:1730,ui/src/App.tsx:233; ui/src/App.tsx:301; ui/src/App.tsx:336; ui/src/layout/rhsLayout.ts:1,
T250,aside,missing,Asides are not visible in the main transcript — all aside interaction is via the sidebar Transcript tab,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"The copied asideWire module can classify/strip markers, but production displayRows never imports it. A fresh assertion feeds an attention wire into production displayRows(inspect:false) and gets an ordinary main user bubble containing the raw header. Sidebar rendering also has no aside-header stripping call.",web/index.html:6334; web/index.html:3672,ui/src/conversation/asideWire.ts:85; ui/src/conversation/display.ts:311,"GATE parity-composer-probes exit=0 GREEN id=d506de10 (8 audit observation assertions; green confirms the stated observations, including regressions, not parity)"
